Timestamp,Drone_IP,Confidence,Size,Location_X,Location_Y,Source,Notes,Frame_Number,Network_Info
2025-04-12 06:51:05,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:05,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:06,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:06,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:06,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:06,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:07,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:07,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:07,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:08,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:08,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:08,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:08,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:09,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:09,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:09,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:09,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:10,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:10,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:10,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:10,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:11,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:51:11,192.168.0.135,0.70,969x640,20,174,train_dataset\content\train_dataset\images\detected\pic_031.jpg,airplane,N/A,"Host: Basedanurag, IP: 192.168.0.135"
