2025-04-12 06:41:16,192.168.0.135,0.95,404x431,234,48,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:17,192.168.0.135,0.96,407x430,230,47,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:17,192.168.0.135,0.96,421x428,217,50,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:17,192.168.0.135,0.96,417x425,221,53,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:17,192.168.0.135,0.95,419x427,220,50,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:18,192.168.0.135,0.95,419x428,219,49,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:18,192.168.0.135,0.95,419x430,219,48,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:18,192.168.0.135,0.95,417x430,220,48,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:18,192.168.0.135,0.95,417x428,220,49,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:18,192.168.0.135,0.95,416x428,220,50,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:19,192.168.0.135,0.94,419x425,219,53,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:19,192.168.0.135,0.94,415x420,224,58,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:19,192.168.0.135,0.90,417x424,221,54,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:19,192.168.0.135,0.85,408x428,224,50,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:20,192.168.0.135,0.88,414x428,222,50,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:20,192.168.0.135,0.87,413x425,223,54,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:20,192.168.0.135,0.81,407x426,231,53,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:20,192.168.0.135,0.85,416x418,223,62,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:20,192.168.0.135,0.87,414x420,226,59,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:21,192.168.0.135,0.88,411x421,226,56,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:21,192.168.0.135,0.88,413x421,222,56,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:21,192.168.0.135,0.88,406x420,230,58,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:21,192.168.0.135,0.79,397x435,234,44,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:22,192.168.0.135,0.80,411x435,229,44,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
2025-04-12 06:41:22,192.168.0.135,0.84,417x433,223,45,webcam,person,N/A,"Host: Basedanurag, IP: 192.168.0.135"
